start_ip_in,end_ip_in,continen,countr,country_cod,country_c,regio,stat,state_cod,state_c,cit,city_c,postal_cod,area_cod,time_zon,latitud,longitud,dm,ms,connection_typ,line_spee,ip_routing_typ,as,sl,tl,organizatio,carrie,anonymizer_statu,proxy_typ,proxy_leve,proxy_last_detecte,hosting_facilit
1681508,1681509,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681509,1681509,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-1,fals
1681509,1681516,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681516,1681516,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-0,fals
1681516,1681531,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681532,1681532,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681532,1681546,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681546,1681546,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-1,fals
1681546,1681561,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681561,1681587,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681587,1681601,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681601,1681601,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-04-2,fals
1681601,1681643,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681643,1681643,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-04-3,fals
1681643,1681650,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681650,1681650,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-1,fals
1681650,1681677,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681677,1681677,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-05-3,fals
1681677,1681685,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681685,1681685,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-0,fals
1681685,1681742,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681742,1681742,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-05-2,fals
1681742,1681758,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681758,1681758,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-0,fals
1681758,1681795,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681795,1681795,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-1,fals
1681795,1681808,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681808,1681808,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-04-3,fals
1681809,1681856,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681856,1681856,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-05-3,fals
1681856,1681919,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681920,1681929,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681929,1681945,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681945,1681971,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681971,1681971,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681971,1682031,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682031,1682031,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-2,fals
1682031,1682082,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682083,1682083,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-0,fals
1682083,1682092,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682092,1682092,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-06-1,fals
1682093,1682103,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682103,1682103,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-1,fals
1682103,1682124,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682124,1682150,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682150,1682175,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682176,1682227,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682227,1682237,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682237,1682237,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-1,fals
1682237,1682240,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682240,1682240,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-1,fals
1682241,1682252,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682252,1682255,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682256,1682256,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-0,fals
1682256,1682257,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682257,1682257,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-05-2,fals
1682257,1682260,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682260,1682260,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-04-2,fals
1682260,1682264,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682264,1682264,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-06-1,fals
1682265,1682265,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682265,1682265,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-1,fals
1682265,1682267,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682267,1682267,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-05-2,fals
1682267,1682268,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682268,1682268,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,transparen,2019-06-1,fals
1682268,1682273,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682273,1682273,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,transparen,2019-06-1,fals
1682273,1682273,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682274,1682274,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-05-3,fals
1682274,1682290,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1682290,1682290,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,activ,htt,transparen,2019-06-1,fals
